id,kind,outcome,outcome_label,corrected,correction_note,section,area,goal,comparison,why,result,reason,scope,batches,sources,original_question,register_page,mapping_rule,master_table_line
MT180,research,success,Goal met,,,10,Count-matched partition audit,"Does the chunk curve keep rising to the coarse end, and does any chunk size beat the tuned ladder's best rung?","chunk K ∈ {8192, 65536} (m 1,407 and 220)",Count-matched partition audit (MASTER-TABLE section 10): does the partition matter once the group count is held fixed?,"chunk8192 92.763, chunk65536 92.858; within the batch 65536 − 8192 = +0.095, se 0.107, t 0.88; the rise from ck1's chunk1024 (92.526) rides on the cross-batch link. Both rungs sit under the 93.037 ceiling (quoted, 106.4).","Verdict: X1 CONFIRMS + X2 CONFIRMS (X2's confirming branch was registered as uninteresting in advance; the scorer returns interesting=False on it) Goal met: X1 and X2 CONFIRM; the within-batch rise is a tie, which the scope keeps.","cx2, 6 runs, R18/C10, ms 1e-4, 100 ep. No architecture-free chunk size beats the tuned ladder's best rung. X1 confirms on paper, but its within-batch content is a tie — do not lean on it.","[""cx2""]","[{""path"": ""docs/MASTER-TABLE.md"", ""line"": 180}, ""CORRECTIONS 105.6, 106.4"", ""FINDINGS 76.3–76.5"", ""`analysis/c76_cx2_score.py`""]","Does the chunk curve keep rising to the coarse end, and does any chunk size beat the tuned ladder's best rung?",,met,180
MT181,research,success,Goal met,,,10,Count-matched partition audit,"Does the partition effect survive a MEASURED matched-count contrast rather than an interpolated, cross-batch one?","chunk777 (m 14,421) vs nodewise (m 14,420), one batch, one ms",Count-matched partition audit (MASTER-TABLE section 10): does the partition matter once the group count is held fixed?,"92.529 vs 92.044: D = +0.485, se 0.161, t 3.01; TRAIN D +0.437. M2: mm1 nodewise − tw0 nodewise = +0.083 — with ck1's −0.255, a cross-batch offset with no stable sign.",Verdict: M1 CONFIRMS + M2 REPRODUCES Goal met: M1 CONFIRMS the first measured count-matched D; M2 REPRODUCES.,"mm1, 6 runs, R18/C10, SGDm+Lion, ms 1e-4, box -15:-2.3026, 100 ep, seeds 0–2. The first measured count-matched D. It cleared the pre-registered UNDECIDED band (+0.15, +0.30] by ONE standard error at n=3, which 106.2 says; M2 was declared unable to void M1 before the data existed. Nineteen more cells have since matched it (first row).","[""mm1""]","[{""path"": ""docs/MASTER-TABLE.md"", ""line"": 181}, ""CORRECTIONS 105.6, 106.2–106.3"", ""FINDINGS 76.0–76.2"", ""`analysis/c76_mm1_score.py`""]","Does the partition effect survive a MEASURED matched-count contrast rather than an interpolated, cross-batch one?",,met,181
MT182,research,mixed,Mixed,,,10,Count-matched partition audit,"Which property of the partition carries D — architecture ALIGNMENT, or the group-SIZE distribution?","nodewise vs permnode<S> (nodewise's exact count and per-tensor size multiset, membership randomised WITHIN each tensor) vs chunk777, one batch",Count-matched partition audit (MASTER-TABLE section 10): does the partition matter once the group count is held fixed?,"A = permnode − nodewise = −0.009, se 0.157, t −0.06 (alignment); B = chunk777 − permnode = +0.590, se 0.107, t 5.53 (size distribution, about all of D); D = +0.581, se 0.141, t 4.11. 66.64 % of nodewise's 14,420 groups are size 1 — the 41 BatchNorm scale/shift and linear.bias tensors, 9,610 scalars on 0.09 % of the weights (quoted, 107.4).","Verdict: P2 NULL + P1 REPLICATES Mixed: P1 REPLICATES the size-distribution effect; P2 is a bounded NULL on alignment, not a refutation.","pp1, 9 runs, R18/C10, ms 1e-4, 100 ep, seeds 0–2 (the permutation seed IS the run seed). The rival the literature would assume, alignment, is a NULL — a bounded null, not a refutation: its 95 % CI [−0.317, +0.298] spans −55 % to +51 % of D and the NULL band (±0.15) was narrower than the realised se, so ""ALIGNMENT IS REFUTED"" may not be written (125.1, 126.1). The permutation is within-tensor only, so it is silent on layer boundaries. rp1 replicated it at twice the power.","[""pp1""]","[{""path"": ""docs/MASTER-TABLE.md"", ""line"": 182}, ""CORRECTIONS 106.6, 107.2–107.4, 125.1, 126.1"", ""FINDINGS 77.1–77.6"", ""`analysis/c77_pp1_score.py`""]","Which property of the partition carries D — architecture ALIGNMENT, or the group-SIZE distribution?",,mixed,182
MT183,research,unresolved,Open,,,10,Count-matched partition audit,"The degenerate-tail test: with only the 9,610 size-1 groups merged away, does the matched-count gap collapse?","nodewise1d (nodewise on every tensor with ndim ≥ 2, ONE group per 1-D tensor) vs chunk2325, m 4,851 EXACTLY; nodewise anchor",Count-matched partition audit (MASTER-TABLE section 10): does the partition matter once the group count is held fixed?,"G = chunk2325 − nodewise1d = +0.295, se 0.048, t 6.15 — inside the band (+0.15, +0.30] registered UNDECIDED, 0.005 pp short of SURVIVES. T = nodewise1d − nodewise = +0.427, t 10.43, count-confounded (14,420 → 4,851). T3: nodewise 92.184 reproduces mm1 and pp1.",Verdict: T1 UNDECIDED + T2 CONFIRMS + T3 REPRODUCES + T5 NOT APPLICABLE Open: The primary tail test T1 is UNDECIDED (0.005 pp short of SURVIVES); T2 and T3 are secondary.,"bn1, 9 runs, R18/C10, ms 1e-4, 100 ep, seeds 0–2. The bands were not moved and no seeds were added after seeing which side it fell on (108.6a). T2 was registered as count-confounded before submission and is not evidence about the tail. Later SGDm cells put G near zero (cc1 +0.011, fa1 −0.001, rl3@1e-4 −0.011), but bn1's T1 stays UNDECIDED.","[""bn1""]","[{""path"": ""docs/MASTER-TABLE.md"", ""line"": 183}, ""CORRECTIONS 107.6, 108.2–108.4, 108.6"", ""FINDINGS 78.1–78.5"", ""`analysis/c78_bn1_score.py`""]","The degenerate-tail test: with only the 9,610 size-1 groups merged away, does the matched-count gap collapse?",,open,183
MT184,research,unresolved,Open,Corrected,A1 SURVIVES and A2 COLLAPSES were later removed from the primaries: the corrected occupancy instrument (CORRECTIONS 117.1) finds ar1 floor-bound.,10,Count-matched partition audit,"Is D an argmax artefact (every D so far read at ms 1e-4, 0.42 pp below nodewise's better stepsize)? And with the tail removed, does the gap collapse?","{nodewise, chunk777, nodewise1d, chunk2325} at ms 3e-4",Count-matched partition audit (MASTER-TABLE section 10): does the partition matter once the group count is held fixed?,"A1 D′ = 93.045 − 92.347 = +0.697, se 0.118, t 5.90; A2 G′ = −0.139, se 0.072, t −1.94; A3: 0 of 12 arms box-free, rec_lo 0.452–0.460 (quoted).","Verdict: A1 SURVIVES + A2 COLLAPSES + A3 VOID Open: A3 VOID: 0 of 12 arms box-free, and the cell was removed from the primaries.","ar1, 12 runs, R18/C10, box -15:-2.3026, 100 ep, seeds 0–2. At the time, ""the gap lives entirely in the size-1 tail"". Later removed from the primaries: the corrected occupancy instrument (117.1) finds ar1 floor-bound asymmetrically — nodewise 0.110 vs chunk777 0.0014 of coordinates, 75× — and the floor holds nodewise's step sizes UP, which inflates D; ar1 is box-VOID and is not among the twenty cells. fa1 re-read the same cell with a floor that cannot bind.","[""ar1""]","[{""path"": ""docs/MASTER-TABLE.md"", ""line"": 184}, ""CORRECTIONS 108.6, 109, 109.2–109.5, 117.1"", ""FINDINGS 79.1–79.4"", ""`analysis/c79_ar1_score.py`""]","Is D an argmax artefact (every D so far read at ms 1e-4, 0.42 pp below nodewise's better stepsize)? And with the tail removed, does the gap collapse?",,open,184
MT185,research,fail,Goal missed,,,10,Count-matched partition audit,Direction C — does the meta-gradient sign-agreement field (N_eff/m) predict accuracy at matched count? The pre-registered test that decides it.,"{nodewise, chunk777, nodewise1d, chunk2325} at the only stepsize where the field is readable (ms 1e-4), fresh seeds",Count-matched partition audit (MASTER-TABLE section 10): does the partition matter once the group count is held fixed?,"C2 contrast: accuracy +0.727 (t +3.63) against d(N_eff/m) −0.0237 (t −11.14), ANTI-CONCORDANT. C3 contrast: accuracy +0.011 (t +0.08) against −0.0529 (t −23.26), DISSOCIATION (field numbers quoted, 110.2; accuracy re-derived).","Verdict: C1 MIXED → direction C IS DROPPED Goal missed: C1 MIXED, so direction C IS DROPPED: the field does not predict accuracy at matched count (as for MT098).","cc1, 12 runs, R18/C10, 100 ep, seeds 3–5; 12/12 box-free, rec_lo = rec_hi = 0.0000 (quoted). The field resolves at t −11 and −23 and is decisively wrong about accuracy on one contrast and silent on the other: the correlation statistic the Adam-mini / Adalayer / SGG line would reach for does not track the outcome. This is mechanism M2, refuted on a gate registered before its data. A second VOID had been costed as DROP in advance, so this cannot be reread as ""try again"".","[""cc1""]","[{""path"": ""docs/MASTER-TABLE.md"", ""line"": 185}, ""CORRECTIONS 108.5–108.6, 109.4, 109.6, 110.2, 110.5"", ""FINDINGS 78.6, 80.2"", ""`analysis/c81_cc1_score.py`""]",Direction C — does the meta-gradient sign-agreement field (N_eff/m) predict accuracy at matched count? The pre-registered test that decides it.,,missed,185
MT186,research,success,Goal met,,,10,Count-matched partition audit,"At fresh seeds, does D replicate — and does G (tail removed, exact count) stay null inside the same batch?",as the row above,Count-matched partition audit (MASTER-TABLE section 10): does the partition matter once the group count is held fixed?,"D = +0.727, se 0.200, t 3.63; G = +0.011, se 0.147, t 0.08; D − G = +0.715; TRAIN D +0.501.","Verdict: C2 REPLICATES + C3 COLLAPSES Goal met: C2 REPLICATES D at fresh seeds and C3 COLLAPSES G inside the same batch, as registered.","cc1, 12 runs. D's fourth reading (+0.485 / +0.581 / +0.697 / +0.727) and, inside ONE batch, tail present +0.727 against tail removed +0.011 — the ResNet-18 mechanism anchor g3m was built to replicate. C3 was declared unable to amend bn1's T1.","[""cc1""]","[{""path"": ""docs/MASTER-TABLE.md"", ""line"": 186}, ""CORRECTIONS 110.3"", ""FINDINGS 80.3–80.4""]","At fresh seeds, does D replicate — and does G (tail removed, exact count) stay null inside the same batch?",,met,186
MT187,research,unresolved,Open,Corrected,The registered singleton law gap(f) was WITHDRAWN before any run (CORRECTIONS 111.2).,10,Count-matched partition audit,Does the partition gap SCALE with the singleton fraction f — the registered law gap(f) = −0.139 + 1.2544·f and its sf1 ladder — and does it differ across architectures?,"(registered, never run) an f-ladder of nodewisep<k> rungs, and a cross-architecture f comparison",Count-matched partition audit (MASTER-TABLE section 10): does the partition matter once the group count is held fixed?,"Withdrawn on three defects before any run: frozen in a cell (ms 3e-4, box -15) that ar1 measured bound on 12/12 (rec_lo 0.4521–0.4597), a guaranteed VOID; its R5 fires REFUTED exactly when the law is true (deep-first k=21 gives f 0.614, not 0.311); and f is collinear with m and with the comparator. Across architectures f is pinned near 2/3 by the conv→norm idiom (66.290 %–66.662 % over seven networks), about 11,000 seeds per arm to resolve (quoted, 111.1–111.2).","Verdict: ""WITHDRAWN"" (CORRECTIONS 111.2) + cross-architecture test ""UNTESTABLE — DO NOT RUN"" (111.1) Open: WITHDRAWN before data, and the cross-architecture test is UNTESTABLE; the question stays unanswered.","zero runs; docs/REGISTER-c82-singleton-law.md, 36 jobs planned. ar1's A1/A2 survive as measurements; only their use as a two-point anchor for a law is withdrawn. No form of ""the gap scales with the singleton fraction"" may be written — the same collinearity then killed sl1, and 124.2 found that regressing D on f is regressing D on the dataset dummy.",[],"[{""path"": ""docs/MASTER-TABLE.md"", ""line"": 187}, ""CORRECTIONS 111.1–111.2, 124.2"", ""`docs/REGISTER-c82-singleton-law.md`, `docs/REGISTER-c82b-singleton-law-WITHDRAWAL.md`""]",Does the partition gap SCALE with the singleton fraction f — the registered law gap(f) = −0.139 + 1.2544·f and its sf1 ladder — and does it differ across architectures?,,open,187
MT188,research,mixed,Mixed,,,10,Count-matched partition audit,"The ms/box deconfound: re-read ar1's cell with a floor that cannot bind — does the box change the optimiser, and do D and G survive in a free box?","box -25:-2.3026 against ar1's -15:-2.3026 (only the floor moves), {nodewise, chunk777, nodewise1d, chunk2325}, ms 3e-4",Count-matched partition audit (MASTER-TABLE section 10): does the partition matter once the group count is held fixed?,"F3, fa1 − ar1 per arm: nodewise −0.020 (t −0.15), chunk777 −0.088 (t −0.83), nodewise1d −0.177 (t −2.22), chunk2325 −0.039 (t −0.57). F2: D_w = +0.629, se 0.123, t 5.11; G_w = −0.001, se 0.076, t −0.01. Floor free on 24/24; the ceiling binds on the nodewise arm on 5 of 6 seeds under the corrected instrument (both quoted, 113, 117.1).","Verdict: F3 THE BOX CHANGED THE OPTIMISER, NOT MERELY THE INSTRUMENT. + F2 SURVIVES + G_w CONSISTENT-WITH-BOX-FREE (UNDERPOWERED) + F1 DISSOCIATION Mixed: F2 SURVIVES, but F3 defied its registered expectation (the box changed the optimiser) and G_w is underpowered.","fa1, 24 runs in two waves of 12, R18/C10, 100 ep, seeds 0–5. The registered expectation — F3 unresolved, below 0.10 pp — was defied on one arm, so D_w may not be pooled with ar1's and every sentence about D carries its box. The tail story survives without gaining a replication. It is the corpus's first box-free ms 3e-4 cell and one of the eight SGDm cells, and it produced STANDING RULE 14 (seed labels do not pair across batches).","[""fa1""]","[{""path"": ""docs/MASTER-TABLE.md"", ""line"": 188}, ""CORRECTIONS 111.3–111.6, 112, 113, 117.1"", ""`analysis/c82_fa1_score.py`""]","The ms/box deconfound: re-read ar1's cell with a floor that cannot bind — does the box change the optimiser, and do D and G survive in a free box?",,mixed,188
MT189,method-check,,Method check (no research outcome),Corrected,The fixed-m dose-response design was WITHDRAWN AND DELETED before a GPU-hour (CORRECTIONS 114.1).,10,Count-matched partition audit,Can a FIXED-m ladder measure a singleton dose-response — a plateau5 slope in singleton fraction at constant group count?,"(built, validated, never run) seven chunkvec rungs holding m ≈ 14,420 while f sweeps 0 → 0.666",Count-matched partition audit (MASTER-TABLE section 10): does the partition matter once the group count is held fixed?,"Killed before a GPU-hour: over the rungs corr(S, G2) = −0.9999975 (fixing m relocates the collinearity into the treatment arm); the registered OLS gate scores a pure step and a zigzag CONFIRMED and a genuine saturating dose-response not; both endpoints were already in the CSV (quoted, 114.1).","Verdict: ""WITHDRAWN AND DELETED"" (CORRECTIONS 114.1) Method check: Audits whether a planned design could measure its target; killed before running.","zero runs; 48 jobs planned; PATCH_CHUNKVEC suite 68/0, scorer 105/105. The first completed batch the campaign killed before it ran. It is the origin of the standing rules that a primary must be shown to DISCRIMINATE before the runs exist, and that arms measuring a quantity the registration forbids reporting must be cut (114.1).",[],"[{""path"": ""docs/MASTER-TABLE.md"", ""line"": 189}, ""CORRECTIONS 114.1"", ""`docs/REGISTER-ideas-ABC.md`""]",Can a FIXED-m ladder measure a singleton dose-response — a plateau5 slope in singleton fraction at constant group count?,,method,189
