panel_id,occurrence_id,primary_cell_id,legacy_cell_id,cell_label,selection_context,source_pointer,inherited_context,batch_family_counts,excluded_duplicate_aliases,configuration
original_proposal_and_joint_tuning,OCC-90c6f258fb4d028a,CELL-7a3ae18619f41d4f,CELL-44896f83359020a6,g4m-r02-m1e2,reported cell context,/panels/original_proposal_and_joint_tuning/g4m/cells/12,"{""caveat"":""A local additive-operator benefit at alpha0=1e-6; does not validate the original two-level proposal or beat a tuned non-meta baseline."",""historical_source"":""docs/MAIN-IDEA-REPORT.md introduction; superseded conclusions corrected by MASTER-TABLE section9 and CORRECTIONS141.1."",""proposal"":""Learn shared and group-specific log step sizes jointly (beta_g = s + d_g); shrink deviations toward the shared scalar, seeking a stable interpolation between scalar and layerwise adaptation."",""token"":""REFUTED refers to the hypothesis that r is merely a meta-step dial, not to the existence of the r-peak.""}",,,"{""alpha0"":""1e-6"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""100"",""eta_ratio"":""0.2"",""gamma"":""1"",""granularity"":""layerwise"",""hier"":""additive"",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""1e-2"",""network"":""ResNet18""}"
original_proposal_and_joint_tuning,OCC-41688e3be92ece91,CELL-7a7cdc37dd508f96,CELL-3c2e47b15ea14a1e,g4m-r02-m1e3,reported cell context,/panels/original_proposal_and_joint_tuning/g4m/cells/13,"{""caveat"":""A local additive-operator benefit at alpha0=1e-6; does not validate the original two-level proposal or beat a tuned non-meta baseline."",""historical_source"":""docs/MAIN-IDEA-REPORT.md introduction; superseded conclusions corrected by MASTER-TABLE section9 and CORRECTIONS141.1."",""proposal"":""Learn shared and group-specific log step sizes jointly (beta_g = s + d_g); shrink deviations toward the shared scalar, seeking a stable interpolation between scalar and layerwise adaptation."",""token"":""REFUTED refers to the hypothesis that r is merely a meta-step dial, not to the existence of the r-peak.""}",,,"{""alpha0"":""1e-6"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""100"",""eta_ratio"":""0.2"",""gamma"":""1"",""granularity"":""layerwise"",""hier"":""additive"",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""1e-3"",""network"":""ResNet18""}"
original_proposal_and_joint_tuning,OCC-70332f481d3ecf2f,CELL-cafc25ee8f0dcbcb,CELL-ca17cf2befc9100b,g4m-r02-m1e4,reported cell context,/panels/original_proposal_and_joint_tuning/g4m/cells/14,"{""caveat"":""A local additive-operator benefit at alpha0=1e-6; does not validate the original two-level proposal or beat a tuned non-meta baseline."",""historical_source"":""docs/MAIN-IDEA-REPORT.md introduction; superseded conclusions corrected by MASTER-TABLE section9 and CORRECTIONS141.1."",""proposal"":""Learn shared and group-specific log step sizes jointly (beta_g = s + d_g); shrink deviations toward the shared scalar, seeking a stable interpolation between scalar and layerwise adaptation."",""token"":""REFUTED refers to the hypothesis that r is merely a meta-step dial, not to the existence of the r-peak.""}",,,"{""alpha0"":""1e-6"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""100"",""eta_ratio"":""0.2"",""gamma"":""1"",""granularity"":""layerwise"",""hier"":""additive"",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""1e-4"",""network"":""ResNet18""}"
original_proposal_and_joint_tuning,OCC-242336ce964e64e9,CELL-f425fda789eb57f7,CELL-d36bf57275cd4863,g4m-r02-m3e2,reported cell context,/panels/original_proposal_and_joint_tuning/g4m/cells/15,"{""caveat"":""A local additive-operator benefit at alpha0=1e-6; does not validate the original two-level proposal or beat a tuned non-meta baseline."",""historical_source"":""docs/MAIN-IDEA-REPORT.md introduction; superseded conclusions corrected by MASTER-TABLE section9 and CORRECTIONS141.1."",""proposal"":""Learn shared and group-specific log step sizes jointly (beta_g = s + d_g); shrink deviations toward the shared scalar, seeking a stable interpolation between scalar and layerwise adaptation."",""token"":""REFUTED refers to the hypothesis that r is merely a meta-step dial, not to the existence of the r-peak.""}",,,"{""alpha0"":""1e-6"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""100"",""eta_ratio"":""0.2"",""gamma"":""1"",""granularity"":""layerwise"",""hier"":""additive"",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""3e-2"",""network"":""ResNet18""}"
original_proposal_and_joint_tuning,OCC-272de2d211479cbd,CELL-baa99177d1e687e0,CELL-2c44ed1af2a68190,g4m-r02-m3e3,reported cell context,/panels/original_proposal_and_joint_tuning/g4m/cells/16,"{""caveat"":""A local additive-operator benefit at alpha0=1e-6; does not validate the original two-level proposal or beat a tuned non-meta baseline."",""historical_source"":""docs/MAIN-IDEA-REPORT.md introduction; superseded conclusions corrected by MASTER-TABLE section9 and CORRECTIONS141.1."",""proposal"":""Learn shared and group-specific log step sizes jointly (beta_g = s + d_g); shrink deviations toward the shared scalar, seeking a stable interpolation between scalar and layerwise adaptation."",""token"":""REFUTED refers to the hypothesis that r is merely a meta-step dial, not to the existence of the r-peak.""}",,,"{""alpha0"":""1e-6"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""100"",""eta_ratio"":""0.2"",""gamma"":""1"",""granularity"":""layerwise"",""hier"":""additive"",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""3e-3"",""network"":""ResNet18""}"
original_proposal_and_joint_tuning,OCC-ead729412a29b41e,CELL-de2a85a8956b12ee,CELL-d0eac159c429f577,g4m-r02-m3e4,reported cell context,/panels/original_proposal_and_joint_tuning/g4m/cells/17,"{""caveat"":""A local additive-operator benefit at alpha0=1e-6; does not validate the original two-level proposal or beat a tuned non-meta baseline."",""historical_source"":""docs/MAIN-IDEA-REPORT.md introduction; superseded conclusions corrected by MASTER-TABLE section9 and CORRECTIONS141.1."",""proposal"":""Learn shared and group-specific log step sizes jointly (beta_g = s + d_g); shrink deviations toward the shared scalar, seeking a stable interpolation between scalar and layerwise adaptation."",""token"":""REFUTED refers to the hypothesis that r is merely a meta-step dial, not to the existence of the r-peak.""}",,,"{""alpha0"":""1e-6"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""100"",""eta_ratio"":""0.2"",""gamma"":""1"",""granularity"":""layerwise"",""hier"":""additive"",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""3e-4"",""network"":""ResNet18""}"
original_proposal_and_joint_tuning,OCC-8b8862ff24ed8107,CELL-6c36168c0f6620f2,CELL-cdeb59f50b347898,g4m-r1-m1e2,reported cell context,/panels/original_proposal_and_joint_tuning/g4m/cells/18,"{""caveat"":""A local additive-operator benefit at alpha0=1e-6; does not validate the original two-level proposal or beat a tuned non-meta baseline."",""historical_source"":""docs/MAIN-IDEA-REPORT.md introduction; superseded conclusions corrected by MASTER-TABLE section9 and CORRECTIONS141.1."",""proposal"":""Learn shared and group-specific log step sizes jointly (beta_g = s + d_g); shrink deviations toward the shared scalar, seeking a stable interpolation between scalar and layerwise adaptation."",""token"":""REFUTED refers to the hypothesis that r is merely a meta-step dial, not to the existence of the r-peak.""}",,,"{""alpha0"":""1e-6"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""100"",""eta_ratio"":""1"",""gamma"":""1"",""granularity"":""layerwise"",""hier"":""additive"",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""1e-2"",""network"":""ResNet18""}"
original_proposal_and_joint_tuning,OCC-71d08b54a0d30600,CELL-f73ea2b6a00a4e59,CELL-6b07483c18fb69b9,g4m-r1-m1e3,reported cell context,/panels/original_proposal_and_joint_tuning/g4m/cells/19,"{""caveat"":""A local additive-operator benefit at alpha0=1e-6; does not validate the original two-level proposal or beat a tuned non-meta baseline."",""historical_source"":""docs/MAIN-IDEA-REPORT.md introduction; superseded conclusions corrected by MASTER-TABLE section9 and CORRECTIONS141.1."",""proposal"":""Learn shared and group-specific log step sizes jointly (beta_g = s + d_g); shrink deviations toward the shared scalar, seeking a stable interpolation between scalar and layerwise adaptation."",""token"":""REFUTED refers to the hypothesis that r is merely a meta-step dial, not to the existence of the r-peak.""}",,,"{""alpha0"":""1e-6"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""100"",""eta_ratio"":""1"",""gamma"":""1"",""granularity"":""layerwise"",""hier"":""additive"",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""1e-3"",""network"":""ResNet18""}"
original_proposal_and_joint_tuning,OCC-feaa6bb07378d08c,CELL-348c0c7dc3694732,CELL-ad4a867093111172,g4m-r1-m1e4,reported cell context,/panels/original_proposal_and_joint_tuning/g4m/cells/20,"{""caveat"":""A local additive-operator benefit at alpha0=1e-6; does not validate the original two-level proposal or beat a tuned non-meta baseline."",""historical_source"":""docs/MAIN-IDEA-REPORT.md introduction; superseded conclusions corrected by MASTER-TABLE section9 and CORRECTIONS141.1."",""proposal"":""Learn shared and group-specific log step sizes jointly (beta_g = s + d_g); shrink deviations toward the shared scalar, seeking a stable interpolation between scalar and layerwise adaptation."",""token"":""REFUTED refers to the hypothesis that r is merely a meta-step dial, not to the existence of the r-peak.""}",,,"{""alpha0"":""1e-6"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""100"",""eta_ratio"":""1"",""gamma"":""1"",""granularity"":""layerwise"",""hier"":""additive"",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""1e-4"",""network"":""ResNet18""}"
original_proposal_and_joint_tuning,OCC-373d5b593e917e5e,CELL-419d99cff1699cb2,CELL-d91e649a894f9e1b,g4m-r1-m3e2,reported cell context,/panels/original_proposal_and_joint_tuning/g4m/cells/21,"{""caveat"":""A local additive-operator benefit at alpha0=1e-6; does not validate the original two-level proposal or beat a tuned non-meta baseline."",""historical_source"":""docs/MAIN-IDEA-REPORT.md introduction; superseded conclusions corrected by MASTER-TABLE section9 and CORRECTIONS141.1."",""proposal"":""Learn shared and group-specific log step sizes jointly (beta_g = s + d_g); shrink deviations toward the shared scalar, seeking a stable interpolation between scalar and layerwise adaptation."",""token"":""REFUTED refers to the hypothesis that r is merely a meta-step dial, not to the existence of the r-peak.""}",,,"{""alpha0"":""1e-6"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""100"",""eta_ratio"":""1"",""gamma"":""1"",""granularity"":""layerwise"",""hier"":""additive"",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""3e-2"",""network"":""ResNet18""}"
original_proposal_and_joint_tuning,OCC-cfaaa0ffb18ff574,CELL-88eea45f70c13fb0,CELL-9bc216d8ccfff159,g4m-r1-m3e3,reported cell context,/panels/original_proposal_and_joint_tuning/g4m/cells/22,"{""caveat"":""A local additive-operator benefit at alpha0=1e-6; does not validate the original two-level proposal or beat a tuned non-meta baseline."",""historical_source"":""docs/MAIN-IDEA-REPORT.md introduction; superseded conclusions corrected by MASTER-TABLE section9 and CORRECTIONS141.1."",""proposal"":""Learn shared and group-specific log step sizes jointly (beta_g = s + d_g); shrink deviations toward the shared scalar, seeking a stable interpolation between scalar and layerwise adaptation."",""token"":""REFUTED refers to the hypothesis that r is merely a meta-step dial, not to the existence of the r-peak.""}",,,"{""alpha0"":""1e-6"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""100"",""eta_ratio"":""1"",""gamma"":""1"",""granularity"":""layerwise"",""hier"":""additive"",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""3e-3"",""network"":""ResNet18""}"
original_proposal_and_joint_tuning,OCC-25d2fa2ba8c22cbb,CELL-63cc3dd2122e285e,CELL-a50ae743812c4554,g4m-r1-m3e4,reported cell context,/panels/original_proposal_and_joint_tuning/g4m/cells/23,"{""caveat"":""A local additive-operator benefit at alpha0=1e-6; does not validate the original two-level proposal or beat a tuned non-meta baseline."",""historical_source"":""docs/MAIN-IDEA-REPORT.md introduction; superseded conclusions corrected by MASTER-TABLE section9 and CORRECTIONS141.1."",""proposal"":""Learn shared and group-specific log step sizes jointly (beta_g = s + d_g); shrink deviations toward the shared scalar, seeking a stable interpolation between scalar and layerwise adaptation."",""token"":""REFUTED refers to the hypothesis that r is merely a meta-step dial, not to the existence of the r-peak.""}",,,"{""alpha0"":""1e-6"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""100"",""eta_ratio"":""1"",""gamma"":""1"",""granularity"":""layerwise"",""hier"":""additive"",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""3e-4"",""network"":""ResNet18""}"
original_proposal_and_joint_tuning,OCC-dd4f48ffb5d45da5,CELL-b011476ad4a58d6d,CELL-514ad37ce0860f5f,g4m-r0-m1e3,"optimized envelope; same observations reused, no new runs",/panels/original_proposal_and_joint_tuning/g4m/optimized_r_envelope/0,"{""caveat"":""A local additive-operator benefit at alpha0=1e-6; does not validate the original two-level proposal or beat a tuned non-meta baseline."",""historical_source"":""docs/MAIN-IDEA-REPORT.md introduction; superseded conclusions corrected by MASTER-TABLE section9 and CORRECTIONS141.1."",""proposal"":""Learn shared and group-specific log step sizes jointly (beta_g = s + d_g); shrink deviations toward the shared scalar, seeking a stable interpolation between scalar and layerwise adaptation."",""token"":""REFUTED refers to the hypothesis that r is merely a meta-step dial, not to the existence of the r-peak.""}",,,"{""alpha0"":""1e-6"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""100"",""eta_ratio"":""0"",""gamma"":""1"",""granularity"":""layerwise"",""hier"":""additive"",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""1e-3"",""network"":""ResNet18""}"
original_proposal_and_joint_tuning,OCC-abcb46b891abe63c,CELL-2c87bdcec97d2251,CELL-04ba7240bdd573cc,g4m-r006-m1e3,"optimized envelope; same observations reused, no new runs",/panels/original_proposal_and_joint_tuning/g4m/optimized_r_envelope/1,"{""caveat"":""A local additive-operator benefit at alpha0=1e-6; does not validate the original two-level proposal or beat a tuned non-meta baseline."",""historical_source"":""docs/MAIN-IDEA-REPORT.md introduction; superseded conclusions corrected by MASTER-TABLE section9 and CORRECTIONS141.1."",""proposal"":""Learn shared and group-specific log step sizes jointly (beta_g = s + d_g); shrink deviations toward the shared scalar, seeking a stable interpolation between scalar and layerwise adaptation."",""token"":""REFUTED refers to the hypothesis that r is merely a meta-step dial, not to the existence of the r-peak.""}",,,"{""alpha0"":""1e-6"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""100"",""eta_ratio"":""0.06"",""gamma"":""1"",""granularity"":""layerwise"",""hier"":""additive"",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""1e-3"",""network"":""ResNet18""}"
original_proposal_and_joint_tuning,OCC-3f7b50bfc077c525,CELL-de2a85a8956b12ee,CELL-d0eac159c429f577,g4m-r02-m3e4,"optimized envelope; same observations reused, no new runs",/panels/original_proposal_and_joint_tuning/g4m/optimized_r_envelope/2,"{""caveat"":""A local additive-operator benefit at alpha0=1e-6; does not validate the original two-level proposal or beat a tuned non-meta baseline."",""historical_source"":""docs/MAIN-IDEA-REPORT.md introduction; superseded conclusions corrected by MASTER-TABLE section9 and CORRECTIONS141.1."",""proposal"":""Learn shared and group-specific log step sizes jointly (beta_g = s + d_g); shrink deviations toward the shared scalar, seeking a stable interpolation between scalar and layerwise adaptation."",""token"":""REFUTED refers to the hypothesis that r is merely a meta-step dial, not to the existence of the r-peak.""}",,,"{""alpha0"":""1e-6"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""100"",""eta_ratio"":""0.2"",""gamma"":""1"",""granularity"":""layerwise"",""hier"":""additive"",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""3e-4"",""network"":""ResNet18""}"
original_proposal_and_joint_tuning,OCC-2a3385a9586e6960,CELL-88eea45f70c13fb0,CELL-9bc216d8ccfff159,g4m-r1-m3e3,"optimized envelope; same observations reused, no new runs",/panels/original_proposal_and_joint_tuning/g4m/optimized_r_envelope/3,"{""caveat"":""A local additive-operator benefit at alpha0=1e-6; does not validate the original two-level proposal or beat a tuned non-meta baseline."",""historical_source"":""docs/MAIN-IDEA-REPORT.md introduction; superseded conclusions corrected by MASTER-TABLE section9 and CORRECTIONS141.1."",""proposal"":""Learn shared and group-specific log step sizes jointly (beta_g = s + d_g); shrink deviations toward the shared scalar, seeking a stable interpolation between scalar and layerwise adaptation."",""token"":""REFUTED refers to the hypothesis that r is merely a meta-step dial, not to the existence of the r-peak.""}",,,"{""alpha0"":""1e-6"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""100"",""eta_ratio"":""1"",""gamma"":""1"",""granularity"":""layerwise"",""hier"":""additive"",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""3e-3"",""network"":""ResNet18""}"
original_proposal_and_joint_tuning,OCC-0b5e60162402f755,CELL-80fec0ed3685a642,CELL-5f392a88dd01383f,tl1-a3-plain,reported cell context,/panels/original_proposal_and_joint_tuning/twolevel/cells/0,"{""caveat"":""Fresh local score verifies endpoint arithmetic/ARGS/ENV; missing local tl1 probe files leave mechanism-spread gate unverified in this rerun. Historical record reports NULL."",""definition"":""PEAK=max(mean plateau5 over partial rho0.03/0.1/0.3)-max(mean over rho0/rho1/plain)."",""historical_source"":""docs/MAIN-IDEA-REPORT.md introduction; superseded conclusions corrected by MASTER-TABLE section9 and CORRECTIONS141.1."",""proposal"":""Learn shared and group-specific log step sizes jointly (beta_g = s + d_g); shrink deviations toward the shared scalar, seeking a stable interpolation between scalar and layerwise adaptation."",""token"":""NULL at both alpha0""}",,,"{""alpha0"":""1e-3"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""100"",""eta_ratio"":""na"",""gamma"":""1"",""granularity"":""layerwise"",""hier"":"""",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""1e-3"",""network"":""ResNet18""}"
original_proposal_and_joint_tuning,OCC-df03ffa54ba6846e,CELL-1b25d2f4667dbafe,CELL-8ddff63d363d3439,tl1-a3-r0,reported cell context,/panels/original_proposal_and_joint_tuning/twolevel/cells/1,"{""caveat"":""Fresh local score verifies endpoint arithmetic/ARGS/ENV; missing local tl1 probe files leave mechanism-spread gate unverified in this rerun. Historical record reports NULL."",""definition"":""PEAK=max(mean plateau5 over partial rho0.03/0.1/0.3)-max(mean over rho0/rho1/plain)."",""historical_source"":""docs/MAIN-IDEA-REPORT.md introduction; superseded conclusions corrected by MASTER-TABLE section9 and CORRECTIONS141.1."",""proposal"":""Learn shared and group-specific log step sizes jointly (beta_g = s + d_g); shrink deviations toward the shared scalar, seeking a stable interpolation between scalar and layerwise adaptation."",""token"":""NULL at both alpha0""}",,,"{""alpha0"":""1e-3"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""100"",""eta_ratio"":""0"",""gamma"":""1"",""granularity"":""layerwise"",""hier"":""twolevel"",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""1e-3"",""network"":""ResNet18""}"
original_proposal_and_joint_tuning,OCC-bbc92bf69d4a7527,CELL-d1f4a804a8a3a834,CELL-492ea3fcead7eb00,tl1-a3-r003,reported cell context,/panels/original_proposal_and_joint_tuning/twolevel/cells/2,"{""caveat"":""Fresh local score verifies endpoint arithmetic/ARGS/ENV; missing local tl1 probe files leave mechanism-spread gate unverified in this rerun. Historical record reports NULL."",""definition"":""PEAK=max(mean plateau5 over partial rho0.03/0.1/0.3)-max(mean over rho0/rho1/plain)."",""historical_source"":""docs/MAIN-IDEA-REPORT.md introduction; superseded conclusions corrected by MASTER-TABLE section9 and CORRECTIONS141.1."",""proposal"":""Learn shared and group-specific log step sizes jointly (beta_g = s + d_g); shrink deviations toward the shared scalar, seeking a stable interpolation between scalar and layerwise adaptation."",""token"":""NULL at both alpha0""}",,,"{""alpha0"":""1e-3"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""100"",""eta_ratio"":""0.03"",""gamma"":""1"",""granularity"":""layerwise"",""hier"":""twolevel"",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""1e-3"",""network"":""ResNet18""}"
original_proposal_and_joint_tuning,OCC-53beeb7d83b8ea1b,CELL-a12599de7b4e527f,CELL-432f3228cd052307,tl1-a3-r01,reported cell context,/panels/original_proposal_and_joint_tuning/twolevel/cells/3,"{""caveat"":""Fresh local score verifies endpoint arithmetic/ARGS/ENV; missing local tl1 probe files leave mechanism-spread gate unverified in this rerun. Historical record reports NULL."",""definition"":""PEAK=max(mean plateau5 over partial rho0.03/0.1/0.3)-max(mean over rho0/rho1/plain)."",""historical_source"":""docs/MAIN-IDEA-REPORT.md introduction; superseded conclusions corrected by MASTER-TABLE section9 and CORRECTIONS141.1."",""proposal"":""Learn shared and group-specific log step sizes jointly (beta_g = s + d_g); shrink deviations toward the shared scalar, seeking a stable interpolation between scalar and layerwise adaptation."",""token"":""NULL at both alpha0""}",,,"{""alpha0"":""1e-3"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""100"",""eta_ratio"":""0.1"",""gamma"":""1"",""granularity"":""layerwise"",""hier"":""twolevel"",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""1e-3"",""network"":""ResNet18""}"
original_proposal_and_joint_tuning,OCC-e2cf6f08d8881aa8,CELL-0e1e4ac4a2962998,CELL-e437c5dccd012420,tl1-a3-r03,reported cell context,/panels/original_proposal_and_joint_tuning/twolevel/cells/4,"{""caveat"":""Fresh local score verifies endpoint arithmetic/ARGS/ENV; missing local tl1 probe files leave mechanism-spread gate unverified in this rerun. Historical record reports NULL."",""definition"":""PEAK=max(mean plateau5 over partial rho0.03/0.1/0.3)-max(mean over rho0/rho1/plain)."",""historical_source"":""docs/MAIN-IDEA-REPORT.md introduction; superseded conclusions corrected by MASTER-TABLE section9 and CORRECTIONS141.1."",""proposal"":""Learn shared and group-specific log step sizes jointly (beta_g = s + d_g); shrink deviations toward the shared scalar, seeking a stable interpolation between scalar and layerwise adaptation."",""token"":""NULL at both alpha0""}",,,"{""alpha0"":""1e-3"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""100"",""eta_ratio"":""0.3"",""gamma"":""1"",""granularity"":""layerwise"",""hier"":""twolevel"",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""1e-3"",""network"":""ResNet18""}"
original_proposal_and_joint_tuning,OCC-4c140e1037c9f26c,CELL-37b5905729cd6b84,CELL-e3f584a601a8a8cf,tl1-a3-r1,reported cell context,/panels/original_proposal_and_joint_tuning/twolevel/cells/5,"{""caveat"":""Fresh local score verifies endpoint arithmetic/ARGS/ENV; missing local tl1 probe files leave mechanism-spread gate unverified in this rerun. Historical record reports NULL."",""definition"":""PEAK=max(mean plateau5 over partial rho0.03/0.1/0.3)-max(mean over rho0/rho1/plain)."",""historical_source"":""docs/MAIN-IDEA-REPORT.md introduction; superseded conclusions corrected by MASTER-TABLE section9 and CORRECTIONS141.1."",""proposal"":""Learn shared and group-specific log step sizes jointly (beta_g = s + d_g); shrink deviations toward the shared scalar, seeking a stable interpolation between scalar and layerwise adaptation."",""token"":""NULL at both alpha0""}",,,"{""alpha0"":""1e-3"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""100"",""eta_ratio"":""1"",""gamma"":""1"",""granularity"":""layerwise"",""hier"":""twolevel"",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""1e-3"",""network"":""ResNet18""}"
original_proposal_and_joint_tuning,OCC-651a884a5240f4c7,CELL-023e6cca519160b7,CELL-5c8d45570ec6fafe,tl1-a3-scal,reported cell context,/panels/original_proposal_and_joint_tuning/twolevel/cells/6,"{""caveat"":""Fresh local score verifies endpoint arithmetic/ARGS/ENV; missing local tl1 probe files leave mechanism-spread gate unverified in this rerun. Historical record reports NULL."",""definition"":""PEAK=max(mean plateau5 over partial rho0.03/0.1/0.3)-max(mean over rho0/rho1/plain)."",""historical_source"":""docs/MAIN-IDEA-REPORT.md introduction; superseded conclusions corrected by MASTER-TABLE section9 and CORRECTIONS141.1."",""proposal"":""Learn shared and group-specific log step sizes jointly (beta_g = s + d_g); shrink deviations toward the shared scalar, seeking a stable interpolation between scalar and layerwise adaptation."",""token"":""NULL at both alpha0""}",,,"{""alpha0"":""1e-3"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""100"",""eta_ratio"":""na"",""gamma"":""1"",""granularity"":""scalar"",""hier"":"""",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""1e-3"",""network"":""ResNet18""}"
original_proposal_and_joint_tuning,OCC-0b8117dda9bdf4aa,CELL-ea1ad86ab060e967,CELL-c8c3670e60d854d9,tl1-a6-plain,reported cell context,/panels/original_proposal_and_joint_tuning/twolevel/cells/7,"{""caveat"":""Fresh local score verifies endpoint arithmetic/ARGS/ENV; missing local tl1 probe files leave mechanism-spread gate unverified in this rerun. Historical record reports NULL."",""definition"":""PEAK=max(mean plateau5 over partial rho0.03/0.1/0.3)-max(mean over rho0/rho1/plain)."",""historical_source"":""docs/MAIN-IDEA-REPORT.md introduction; superseded conclusions corrected by MASTER-TABLE section9 and CORRECTIONS141.1."",""proposal"":""Learn shared and group-specific log step sizes jointly (beta_g = s + d_g); shrink deviations toward the shared scalar, seeking a stable interpolation between scalar and layerwise adaptation."",""token"":""NULL at both alpha0""}",,,"{""alpha0"":""1e-6"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""100"",""eta_ratio"":""na"",""gamma"":""1"",""granularity"":""layerwise"",""hier"":"""",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""1e-3"",""network"":""ResNet18""}"
